Timestamp,Character's name,"Character's race (human, elf, dwarf, etc)","Character's class (rogue, wizard, cleric, etc)",Character's backstory
5/7/2018 5:31:44,Rhysvald Blackeye,Human,Paladin,Knight with no depth perception.
5/7/2018 9:50:01,Avadaniel Sexbang,kalashtar,Bard,"Avidaniel was orphaned at a young age in the 7th Kingdom without a last name or any idea on how he came to be orphaned. He was raised in The Hannigan Home for No-Good Children. Though fed and protected for, Lady Hannigan had no time for nonsense in the orphanage, with 12 hours a day of cleaning and crafting and an early bedtime. However, these long days and strict curfews did little to dissuade young Avidaniel from sneaking out. Every night, he would head to the Citizen’s Theater to listen to the tales from local storyteller, Margot Leitman. 
	It was here that Avidaniel originally got the notion that he was a demi-god. The Maiden certainly sounded like she could be his mother. They share similar values and characteristics and it could explain his mysterious origins. Drawn to these stories, Avidaniel began to train under Margot every opportunity he got, learning not only how to tell a story and play a lute, but also about to get people to trust in you and believe in your story.
	Before Avidan reached adulthood, Margot died of old age. Margot bequeathed Avidan a map and a note, explaining that while she didn’t believe he was a demi-god, she would not deny him an opportunity to find out who he was. The map supposedly led to the Tapestry, magical fabric that told every tale of every god. If there was to be of any evidence that he was the forgotten-son of the Maiden, it would be there. Avidan snuck out of the orphanage and left the city on a caravan. 
	He quickly found out he was not suited for combat, or any real physical activity. Though tall, he was lanky and somewhat feeble. Clearly, he would need someone to adventure with him, but who would adventure with a lowly, orphaned lute-player? Thus, Avidaniel took the last name Sexbang, and embraced his forged identity as self-proclaimed Demi-God of Music and Love. Avidaniel Sexbang began to weave stories of his false accomplishments and bravery, until his name became well known. Now, it was only a matter of time before he suckered some poor saps into traveling with him. 
"
5/7/2018 12:06:58,Keyu,Half Oni,Monk,"Keyu was rescued as a child by Tanaka Goichi and placed 
with a group of monks for training. He returns to visit the 
Tanaka family every few years to pay his respects."
5/7/2018 12:09:57,Hanbei,Human ,Kijin sniper (painter),"As a youth, Hanbei was a skilled sniper capable of infiltrating enemy lines and making strategic kills. But one 
day he found himself unable to kill again. He retired and moved to the Kose Art District to become a painter, using the money he earned in his former life to study under Kose-sensei himself."
5/7/2018 12:12:09,Matsu,Human,Samurai,"Years ago, a thief broke into her family estate and stole three generations of her ancestors’ battle masks. Since then, Matsu has become a samurai and vowed to return the masks and bring the thief to justice."
5/7/2018 12:14:12,Rin,Kugutsu,Kugutsu/Shinobi,"Created by the master kugutsu maker Kose-sensei, Rin was traded from lord to lord for many years before her owner was killed by a shinobi assassin. That assassin took pity on her and took Rin under his wing. Now she is a member of his clan."
5/7/2018 12:17:01,Seigoro,Human,Annelidist,"Sickly as a child, Seigoro was injured one day and fell into a swamp. When he woke up he was in a hermit’s house and was infused with rejuvenation worms. When he was old enough his parents were able to find him a place as an apprentice surgeon due to his mysterious ability to heal people."
5/7/2018 12:31:59,Sebille,Elf,Rogue,"""I used to be a slave, kept under the thumb of the Master: the bastard that made me hunt down my own kin. How did he do that, you ask? With the living scar you see on my cheek, this horror that takes no more than a song sung by Master dearest to control my very thoughts. But now the tables have turned. I broke my shackles. And when I finally find him, I will make the Master sing a very different kind of song..."""
5/7/2018 12:33:17,The Red Prince,Lizard,Fighter,"""Famed, of course, for my unique red skin and unparalleled skills as a general of the House of War, I, the Red Prince, was raised within the vast palaces of the fabled Forbidden City. I was destined to become the next emperor, but my ambitions suffered a bit of a setback when I fell from grace for cavorting with demons. Now I'm exiled and hunted by assassins, but I assure you: I remain undaunted - and as determined as ever to claim my rightful throne!"""
5/7/2018 12:34:36,Ifan Ben-Mezd,Human,Wayfarer,"""Once, I was a crusader for the Divine Order. I pledged my life to Lucian the Divine. But the war changed everything. He sent me to save the elves I grew up amongst. I arrived too late. Lucian ordered the use of Deathfog against the Black Ring, annihilating everyone I once knew in the process. Now, I'm a mercenary killer, one of the infamous Lone Wolves. And my next target is none other than Lucian's own son..."""
5/7/2018 12:36:06,Lohse,Human,Enchanter,"""All my life I've been a performer, a musician; beloved and celebrated by all. But I have a secret: I'm also a playground for sprites and spirits and... worse. The voice that rings inside me now is darker than any that came before. Almost caused a bunch of my fans to rip each other to pieces... But you can trust me: I've got this under control. Step one: Find out who - or what - is trying to take control of my mind. Step two: Make it sorry it ever tried."""
5/7/2018 12:37:45,Beast (Marcus Miles),Dwarf,Battlemage,"""I was just thinking about someone I used to know. My cousin. The queen, in fact. A tyrant. I tried to stop her but - things don't always go according to plan. She cast me out to a forgotten island, and made short work of my allies, too. Lucky for me, I was able to commandeer a ship, and began a new life for myself, out on the high seas. But I hear the Queen is at it again - and there's something darker behind her madcap schemes this time. If I don't stop her, I don't know who will."""
5/7/2018 12:39:43,Fane,Undead (human),Wizard," ""Oh, don't stare. How would you look after aeons in some ghastly crypt? But your people are rather prone to death. Mine are not. And yet when I emerged from my completely unjustified imprisonment, I found them gone, our culture forgotten, any trace of the world I knew all but obliterated. I must even hide my true face beneath an ever-shifting mask for fear you savages will attack me! That is how I wander this strange world, trying to uncover the truth about a history you primitive people never even knew existed."""
5/7/2018 19:11:34,Jay,Wood elf,Rogue,Criminal
5/7/2018 19:12:00,Ariana,High elf,Wizard,Acolyte
5/7/2018 19:12:44,Balasar,Dragonborn,Sorcerer,Acolyte
5/7/2018 19:13:08,Gimble,Gnome,Bard,Sage
5/7/2018 19:13:31,Lollic,Wood elf,Wizard,Noble
5/7/2018 19:33:23,Cimber Lin,Tiefling,Sorcerer,"Cimber was born into a mafia family that quickly realized they had magic powers. They were used as a living weapon until they were rescued by a dragonborn paladin who had been hired to bring down the mafia’s operations. The dragonborn adopted Cimber and returned to their adventuring guild, and the guild collectively raised Cimber into the hellion they are today. "
5/8/2018 2:43:05,Alm,Human,Fighter,"One of the protagonists. He grew up in the village of Ram located at the borders of the Kingdom of Zofia. Trained by his grandfather Mycen, he has an exceptional sword arm. He joined the Deliverance to fight against Rigel to test his strength and because of his strong sense of justice."
5/8/2018 2:43:37,Gray,Human,Villager,"A childhood friend of Alm’s who lives in Ram Village. Has an aloof personality. Since he was born in a merchant family he’s chatty and well informed. Along with Alm, he joined the Deliverance."
5/8/2018 2:44:12,Tobin,Human,Villager,"A childhood friend of Alm’s who lives in Ram Village. He’s the eldest son of a big family and fights for the Deliverance to earn money. He’s straightforward, simple and serious, but terrible at reading the mood."
5/8/2018 2:45:19,Kliff,Human,Villager,"A childhood friend of Alm’s who lives in Ram Village. Loves reading books and studying history, and acts surprisingly maturely for his age. Because he was interested in seeing the world, he joined the Deliverance."
5/8/2018 2:45:53,Faye,Human,Villager,A childhood friend of Alm’s who lives in Ram Village. Has been dreaming of Alm ever since childhood. She joined the Deliverance to keep close to Alm.
5/8/2018 2:46:24,Lukas,Human,Soldier,"A member of the Deliverance, a young man from the middle nobility. He’s polite to everyone and anybody he meets. He invited Alm and the others to join the Deliverance."
5/8/2018 2:46:57,Silque,Human,Cleric,"A wandering Cleric. Alm rescued her when she was captured by thieves. After that, she entrusted Alm with her treasured Mila’s Turnwheel and accompanied him in battle."
5/8/2018 2:47:31,Clive,Human,Cavalier,"Leader of the Deliverance, a young man hailing from the upper nobility. Once a member of the Knights of Zofia, but in response to Desaix’s rebellion he created the Deliverance."
5/8/2018 2:48:19,Clair,Human,Pegasus Knight,"Clive’s younger sister; also a member of the Deliverance. Her overbearingness is her one big flaw, not that she pays it any mind. A cheery and pretty girl who loves to interact with any and everyone."
5/8/2018 2:48:56,Luthier,Human,Mage,A Mage who lives in a village located at the Zofian borders. He has fully devoted himself to mastering the art of sorcery and shows nary an interest to the people of society. Finds it impossible to deal with his younger sister’s selfish streaks.
5/8/2018 2:49:35,Delthea,Human,Mage,"Luthier’s little sister. Possesses a talent for magic that surpasses even her brother, but she herself is not interested in pursuing the Mage’s path. Bright and cheerful, but a bit(?) of a selfish girl. Currently in the midst of a rebellious period against Luthier."
5/8/2018 2:50:10,Python,Human,Archer,"A member of the Deliverance. Born in a local town, he was encouraged by a childhood friend to join the army. He tends to view the world from a cynical angle, but he can be surprisingly serious and performs his duties with diligence."
5/8/2018 2:52:23,Forsyth,Human,Soldier,"His father being a scholar who made a name for himself, Forsyth initially thought in following his father's footsteps, though he later decided to follow the path of a knight, eventually leading Python into joining the army as well."
5/8/2018 2:53:30,Mathilda,Human,Paladin,"The child of a soldier celebrated for his military achievements, Mathilda has been training with her father since she was a child. At some point, she was captured by Desaix and was planned to be executed, although she was saved when Alm's army arrived. After the war, she retired from the knighthood and married Clive."
5/8/2018 2:56:06,Zeke,Human,Gold Knight,"Camus is the highest example of a knight. He is unwaveringly honorable, righteous, and loyal to his nation. Even when knowing that his nation is wrong in its motivations during war, Camus always stays true to his code as a knight until the bitter end, even if it results in his own death. Such loyalty often works to his own detriment, however, as he is not necessarily happy to wage war against Zofia in Echoes, but feels too indebted to Rudolf to go against his orders. At the same time, his loyalty to Rudolf also causes some confusion and conflict as the person who bore the mark he was ordered to fight for ironically led him to fighting against Rudolf himself.
Deep down, Camus is a very caring individual to those he has grown close with. This is best shown in his relationships with Nyna and Tatiana. Camus assisted Nyna in escaping the Dolhrian Empire's execution, thus betraying his country for the first time—and the only time (under his original identity). Tatiana later becomes Zeke's achilles heel as when she was captured, the threat of her own demise forced Camus to fight alongside Jerome, whom he despised for his actions. He later betrayed Jerome, and his new home country of Rigel, due to them allowing his lover to be put in harm's way."
5/8/2018 3:08:34,Tatiana,Human,Saint,"Tatiana is a Rigelian saint who was orphaned at a young age. Raised in an orphanage run by the Church of Rigel, Tatiana joined the clergy in order to repay the church for raising her.
Tatiana discovered the unconscious body of a man washed ashore. Having suffered grievous wounds and lost most of his memories, Tatiana nursed him back to health, and during this time, the two fell in love. The man eventually draws the attention of Emperor Rudolf who admires his combat prowess, quickly ascending the ranks of the Rigelian army and becoming close to the Emperor himself. Rudolf named the man Ezekiel, Zeke for short. However, when the war between Rigel and Zofia starts, Zeke opposes it. To make matters worse, Zeke is stationed with Jerome, a man who leads his personal platoon to constantly raid nearby villages. While Zeke cannot stand his actions, the witch Nuibaba kidnaped Tatiana and holds her hostage in her villa on Fear Mountain and threatens to sacrifice her if Zeke does not comply.'
Tatiana is a good-natured, amiable, and selfless person, as shown by her caring for an absolute stranger near death and constant volunteering for duties at her monastery. However, she is also very clumsy and scatter-brained, which on more than one occasion has interfered with various tasks, such as cooking or applying a salve. She fears the possibility of Zeke regaining his memories, believing it might cause him to leave her; in Echoes, she tells Alm that she feels horrible and selfish for feeling that way, and adds that if Zeke truly wanted to return to any lover he had before, she would allow him to."
5/8/2018 3:10:05,Mycen,Human,Gold Knight,"Mycen is a reputable former soldier known throughout Valentia. Originally a Rigelian early in life, he later became a high ranking Zofian general when he later moved into the southern country. In his famed military career, he became an exemplary knight whom many have admired as the finest soldier to have ever existed. In his older years, Mycen settled down in Ram Village, raising his grandson Alm.
One day, the Villa of the Zofian royal family was set ablaze by Desaix in a coup of the Zofian throne. Mycen entered the burning villa and managed to rescue the young princess, Anthiese. Concerned for her half-brother, she asked if Mycen found Conrad. To her disappointment, Mycen informed her that she was the only person he could find, leaving her the sole survivor of the fire. Believed to be dead by the Zofian people, Mycen brought Anthiese to Ram Village and adopted her, renaming her Celica for her safety. For a while, he raised Alm and Celica and taught them alongside the Ram Village children, Tobin, Gray, Kliff, and Faye the art of combat. Shortly after, Desaix's crony, Slayde stumbled upon Ram Village and discovered Anthiese's survival through her brand on her hand. Though he was repelled by Mycen, Mycen was forced to send Celica away for her safety once more, bringing her to Novis Priory to further prevent anyone from ever encountering her again.
During the ten years after this event, Mycen spent the years training Alm and the Ram Village children. Feeling that he was ready and properly trained, Alm asked Mycen if he could leave the village, which Mycen declined, saying that he was too green. Lukas came soon after seeking Mycen to help the Deliverance, a Zofian force dedicated with overthrowing Desaix. However, Mycen was nowhere to be found. In his stead, Alm volunteered and joined the Deliverance.
A knight of great fame both in Rigel and Zofia, Mycen is a dutiful knight and often revered by the masses of both nations due to his might and chivalrous nature. He is an extremely respected individual, earning the admiration of the members of the Deliverance and the Ram Village children. Even in his much older age, his prowess in battle has never dwindled and is noted by Alm and the Ram Village children to be a particularly harsh instructor, but an effective one."
5/8/2018 3:13:05,Celica,Human,Priestess,"Celica is a kind and polite person, who is often bold yet refined, but she holds herself back emotionally to an extent after a series of traumatic events and familial loss; as a result, she can come off as cold and stoic, and normally maintain a aura of polite distance, as shown her body language in cutscenes and sprites, which is subtly guarded and closed-off. She usually regrets showing her raw emotions, especially in the rare moments that she lashes out in anger, bitterness, or even sentiment. Celica feels the need that she has to set aside her emotional candor in order to fulfill her responsibilities as royalty. She is a firm believer in bringing peace without fighting, believing that fighting between one another is not the path towards peace and will always try to resolve conflicts peacefully. However, she is more than willing to put her life on the line and fight with her comrades in order to protect them. She also has been shown to be clumsy, possibly a trait rubbed off on her by Nomah, and enjoys studying and reading."
5/8/2018 3:14:26,Mae,Human,Mage,"A young yet skilled mage, Mae joins Celica's group not only to watch out for her, but also to keep an eye on Boey, who has sworn to protect Celica despite the fact his skill is quite lacking compared to his eagerness. Her role is Celica's servant, however, the two are very close friends. She accompanies Celica on her journey towards the Mila Temple.
An adept mage who is well aware of her talent, Mae is constantly in pursuit of self-improvement and is a prime example of a ""type A"" personality. Such traits causes an intense rivalry with Boey, whom she frequently tries to outdo at everything while teasing about his insecurities. Yet, Mae values Boey's presence and cares about him despite all of their clashing.
Often seeking approval from others, Mae desires to be viewed as a highly dependable person. She is often very enthusiastic, generally speaking in an exuberant, confident, and even arrogant manner. Such demeanor manages to be contagious, as Celica states that Mae has always cheered her up when she was sad or lonely. Despite her constant cheerfulness and bombastic mannerisms, Mae is subtly self-conscious of her level of maturity, appearance and deportment wise, especially when compared to her retainer partner, Boey, and the ever reserved and mature Celica. She longs for a carefree lifestyle after the war and has a fondness of the ocean.
She and Celica are extremely close to the extent that she is profusely attached to her. As a result of this, she is very concerned for Celica's emotional well-being and survival to the point of verbally rebuking enemies that threaten her safety, even if it places her life in harm's way. In addition, Mae's final battle quote reveals she doesn't care about Duma or the world ending, she simply wants Jedah to pay for hurting Celica."
5/8/2018 3:15:43,Boey,Human,Mage,"Boey is the son of a fisherman and an eager apprentice Mage who is devoted to Celica's protection. He is like a younger brother to his childhood friend Mae, who constantly teases him. He joins Mae and Celica out of concern for the two of them.
Boey, growing up in an impoverished household, is very insecure of himself, but because he values his impression on others, he tends to talk in formal speech mannerisms and highly of himself to overcompensate his image. However, he is more bark than bite, and is terrified easily. As a result of said cowardice, Boey does not actively enjoy engaging in battles. He speaks in a very calm, refined, yet often condescending manner, however, he has been shown to act rather moody. Due to his efforts being focused into said overcompensation of abilities in his speech mannerisms, he is not adept at confronting his own feelings while hiding behind his serious and mature front.
Mae, being a close childhood friend and rival of his, recognizes these flaws and pokes at his insecurities and cowardice, often mocking him or telling him to ""grow a spine."" In turn, he often hurls minor insults at her and plays along with their bickering. At the end of the day, however, Boey appreciates Mae's company and greatly values her. In the Japanese version of Echoes, Boey's comfortableness around Mae is shown by him dropping his formal speech inflections when the two interact outside of the main story.
Towards the end of the game, Boey attempts to ween himself off of his front, giving up his act of the idealization of his personality. He acts in a more jaded and earnest manner and only wishes to return home to his family after the war ends."
5/8/2018 3:18:47,Genny,Human,Cleric,"Serving at the priory on Novis, Genny's mother was born there, but she hated the life on the island and departed for the royal capital for several years before returning with her as a newborn, and while her father was never known, it seems he was a nobleman with a wife and children. Afterwards, her mother left her behind at the priory and disappeared, with Genny carrying only a pendant that her mother received from her father.
When Celica decides to go on a journey to discover what is going wrong with their land, Genny pledges her healing skills to Celica and her group. After the war, she fell in love with one of her allies, although she refuses to specify who.
Genny is a soft-spoken and meek girl that Celica and the others consider an adorable little sister. Lacking self-confidence, as shown by her claim that she can only fix minor injuries, despite her great healing powers, she feels nervous and uncomfortable around people who remind her of her mother such as Sonya, whom she dislikes for abandoning her.
In a conversation with Celica, Genny reveals her preference for an older partner, explaining that she wishes to feel taken care of. She also mentions that a relationship with someone around her age would not work for her as a result.
Genny enjoys writing her own stories; one of them being about a plucky princess who eventually reunites with her long-lost father. She mentions at one point that although she was hesitant about leaving on a journey, as she is the kind of person who would rather stay at home than go on adventures, she decided to accompany her friends thinking that being left out would feel worse."
5/8/2018 3:20:28,Saber,Human,Mercenary,"In the past, Saber was an ace soldier within the Rigelian army, but he fell into a trap devised by noblemen who scorned his common upbringing, and he lost one of his eyes. Betrayed by an ally who he considered a friend, he challenged them to a duel and emerged victorious. However, his opponent died and because private duels carry the death penalty in the Rigelian army, he was forced to flee to Zofia and become a mercenary.
While he was drinking at a tavern around Novis Greatport, he accepts Celica's request to protect her group during their seaborne journey to Mila Temple after she offers her Golden Dagger as payment. Ever since his employment, Saber more or less acts as Celica's advisor, albeit an unconventional one. Arriving at Zofia Castle, he points out that she does not seem as impressed as Mae and Boey. After Celica accepts her heritage, Saber swears fealty to her and becomes just as loyal as Mae and Boey. When Celica announces her intention to invade Rigel to retrieve Mila, Saber assures her that he has her back. At Duma's temple, he leads Celica's army in an attempt to rescue her.
After the war, Jesse asked for his co-operation after recognizing his abilities. Together, the two faced the challenges of creating a mercenary nation head on, while he marries an unknown woman.
A coarse seaman with a dry sense of humor, Saber frequently debates at Celica's orders and often calls her out on her idealistic nature, aware of the necessity of violence. Despite this, Saber shows loyalty to whoever employs him and although jaded in his views in contrast to Celica, Saber pledges his loyalty to her after the reveal of her identity, showing his willingness and desire to fight for her cause.
Due to his occupation as a sellsword, said honor is often cast aside, as he usually works for whoever pays him well enough, well known for having just as easily done shady services in the past with the right coin.
With a reputation for drinking and chasing skirts that even Jesse claims Saber is known for being a heartbreaker, he is far more insightful than most members of her party, as he catches on the quickest that Celica is not just any priestess, and understands her intentions better than most."
5/8/2018 3:21:49,Valbar,Human,Knight,"Valbar lived in a small village on the coast with his parents, his sister, his brother, and his wife and son. He became a knight in order to support his family financially. However, while he was serving his duty elsewhere, Barth's pirates attacked the village, killing his entire family. With his sworn brother Leon and Kamui the mercenary, he sought out and fought against Barth. Celica's party lands in the middle of their fight, so Valbar's party and Celica's party team up to beat Barth. When the battle ends, his group joins the party out of gratitude.
After the war, he trains the young soldiers of the Kingdom of Valentia at Alm's request alongside his companion, Leon.
Valbar believes in repaying his debts, and believes in living his life without regrets. He is also headstrong and always trying to help people with no regards of the consequences.
Valbar is close friends with Leon, a former Zofian soldier who was able to enjoy life again thanks to Valbar. Leon has romantic feelings for Valbar, but Valbar appears to be oblivious in their supports. It is mentioned their relationship never faltered, even when Leon retired from training soldiers."
5/8/2018 3:23:03,Leon,Human,Archer,"Leon was comfortably raised by both parents in a calm village. Because of his effeminate looks, he was often bullied, and became stronger through challenging such people to duels to prove himself.
A former soldier, Leon reluctantly joined the Rigelian army when an unnamed man, whom Leon had long held a love for, enlisted. Said man died in battle, and Leon entered a state of depression. However, due to Valbar's encouragement and kind words, he got back on his feet and has been attached to him ever since. After Barth is defeated, he joins Celica's party.
After the war, he joins the knighthood of the newly formed kingdom of Valentia, continuing to working alongside Valbar. In the remake, Leon retires to open a shop, but remains in contact with Valbar. If Valbar dies, however, he remains in the military and becomes an instructor.
Leon has a pretty boy personality and sharp tongue, but he is an honest man that tells no lies. Leon has a nihilistic side, claiming he has desired to die in battle during his death quote in Gaiden.
In both versions of the game, Leon has a very close relationship to Valbar, describing him as his sworn brother and saying he will go wherever Valbar goes. In the remake, it is made clear Leon's attachment to Valbar is romantic, with Leon saying that women do not interest him and Valbar is all he needs, even if Valbar never notices Leon's love for him.
He also mistakenly thinks that Kamui is hitting on him in their support conversations, declining him while, at the same time, talking about Valbar being his ideal man. In his third base conversation with Celica, even she recognizes that his feelings for Valbar are romantic."
5/8/2018 3:23:57,Kamui,Human,Mercenary,"A Mercenary from a distant nation hired by Valbar, Kamui used to live with his family and worked with grazing animals. However, they got into a scuffle with another tribe and lost, which led them to settle in a town.
After Barth is defeated, he joins Celica's party. After the war, he joins Jesse in building their own country in the lands that once belonged to Grieth. If Jesse is dead, he founds the country in his place.
He has a carefree and easy-going personality and is a freedom-loving drifter who hates being tied down. In Echoes: Shadows of Valentia, it is shown that he has a deep fear of Necrodragons. His quotes also indicate that he likes money, and works as a mercenary to get it."
5/8/2018 3:25:47,Est,Human,Pegasus Knight,"Est is the youngest of the Pegasus Sisters of Macedon under Minerva's command. Unlike her elder sisters Palla and Catria, she joins late in the game, as she decided to steal Mercurius before returning. She falls in love with the knight Abel, and eventually marries him and moves to Altea.
She and her sisters also appear in Fire Emblem Gaiden. According to Est, Palla, and Catria's base converstions in the remake, Est had left the Whitewings the day after the War of Shadows, wanting to open up a shop with Abel and live a normal life. Unfortunately, Est ends up getting captured by Grieth, and her sisters follow the pirate ship to rescue her, but they lose sight of it near Zofia Harbor. Jesse tries to save Est, but gets captured. After Celica's party rescues Jesse, they travel to Grieth's fort, defeat Grieth, and save Est. After the war, she returns to Archanea with her sisters, but promises to come back some day.
In Mystery of the Emblem, Est is captured by the Archanean army to force Abel to fight against Marth. She can be rescued and once again fight alongside Marth's army. After the war, she leaves Abel and vanishes, leading him to disappear in search of her.
As the youngest of the three Whitewing sisters from Archanea, Est is pure and innocent and often gets told off by her sisters. One such example is in her supports with Catria, as she keeps showing junk that she seems to genuinely believe is special.
Though she is cheerful and chatty with a straight-forward personality, the repeated captures take a toll on Est's self-esteem. After she is rescued in Chapter 15 of New Mystery of the Emblem, her support conversations with her husband and her sisters show that she believes that she is a burden to him and doubts her worth to even be his wife. It is strongly implied that the reason she disappears after the War of Heroes is because she believes that Abel would be better off without her.
Though she often gets into trouble, Est regularly mentions that she wants to stop being a warrior, settle down, and run a shop with her husband."
5/8/2018 3:27:13,Catria,Human,Pegasus Knight,"Catria is a member of the Whitewings, a Macedonian squad of pegasus knights commanded by Princess Minerva. She is the second eldest of the Pegasus sisters. She is the younger sister of Palla and the older sister of Est. When Minerva's younger sister, Maria, is held in captivity to blackmail the elder princess into fighting against the Archanean League, Catria and her sisters are forced to fight too. However, as Maria is rescued by Prince Marth, they become free to join his army and fight alongside Minerva again.
As the middle sister of the three Whitewings of Archanea, Catria often acts as the buffer between her two sisters and rarely pushes her own thoughts on the matter. This, according to her, is because whenever she has something to say, one of her sisters will always say it first, and assumes its common for middle children such as herself.
Though she has a cool and serious personality, she's not entirely unfeeling, with her stating that people tend to assume she's completely stoic because she's more reserved than either Palla or Est.
It is hinted briefly by her ending in Fire Emblem: Shadow Dragon and her death quote in Fire Emblem: Mystery of the Emblem that Catria might have an unrequited crush on Marth. In Fire Emblem: New Mystery of the Emblem, her A rank support with Kris has her slowly coming to terms with her forbidden feelings towards Marth, due to having a friend to talk about them with. In Fire Emblem Echoes: Shadows of Valentia, multiple supports have her mentioning a crush and blushing at the suggestion."
5/8/2018 3:28:37,Palla,Human,Pegasus Knight,"Palla is the eldest sister of Catria and Est, and raised them after their parents died. Loyal to Princess Minerva of Macedon, she was part of the Whitewings, an elite Pegasus squad from Macedon. The Whitewings wanted to join the Altean army alongside Minerva, but when Prince Michalis heard this, he locked his and Minerva's younger sister Maria, in jail to prevent Minerva and the sisters from turning on him. When Marth eventually rescued Maria, Palla and her sister Catria set off to look for Marth and Minerva. When they found them, they joined the Altean army. During the war, Palla developed a crush on Abel.
In Fire Emblem Gaiden, Palla and Catria journeyed to Zofia in search of the kidnapped Est, eventually joining with Celica's army to help them save Est and to aid Celica on her journey.
In Fire Emblem: Mystery of the Emblem, a rebellion against Minerva's rule broke out in Macedon and Palla was forced to flee, meeting up with Julian and learning that Lena and Maria were captured by Gharnef. She joined Marth's army in order to save Minerva and Maria. After the war, she pushed aside her feelings for Abel and continued serving Macedon.
As the elder sister of the three Whitewings from Archanea, Palla is mild-mannered and down to earth, always caring about her sisters. However, she also has a stubborn side and absolutely will not budge after a decision is made.
Palla has lingering feelings for Abel, and as such, refuses to find another lover on the request of Est with the excuse that the happiness of her sister (and to an extent, Abel) comes first, and also states in a base conversation that she refuses to admit her true feelings for this reason."
5/8/2018 3:29:59,Jesse,Human,Mercenary,"A free spirit who hates the strict rules of the household where he was constantly told what to do and not do, Jesse's father was a high-ranking Zofian nobleman, and he was in fact friends with Clive and other nobles around his age. There were high expectations for him due to his skill with the sword, but trouble arose with the birth of his younger half-brother, as Jesse himself was born to a low-ranking concubine rather than a proper wife. Most of their vassals hoped Jesse would succeed his father, but Jesse decided instead to abandon his family name and run away for the sake of his sickly brother's future.
At some point in time, Jesse encountered Silque being kidnapped by bandits. Realizing her plight, he rescued her and then accompanied her during her travels for a distance, parting at Zofia Harbour. Later on, Jesse attempted to save Est from Grieth, but was captured and imprisoned at the Desert Stronghold. When Celica's party frees him he then joins their team.
After the war, Jesse made his own nation in Grieth's land, joined by Saber and Kamui. He became known as the ""Desert Mercenary King"".
Jesse is a individual who enjoys life without restrictions, leading to his ambition of creating a kingdom that could not be tied down by anyone. Being very flirtatious and often smooth talking women in Celica's army, and even Celica herself, he is also quite a dreamer as shown in his supports with Saber."
5/8/2018 3:31:31,Atlas,Human,Villager,"He is a villager from Zofia who wants to rescue his abducted siblings. After the war, he was reunited with them and returned to his village, where he resumed life as a woodcutter."
5/8/2018 3:32:40,Deen,Human,Myrmidon,"Born in a provincial city in Zofia to a long line of soldiers, Deen underwent his father's rigorous training since youth, joining the Zofian Army when he came of age. Becoming engaged to a feudal lord's daughter, he was set to inherit the lord's peerage. However, while he was away for a mission, the mansion was attacked. As he rushed back upon hearing the news, he himself was attacked and lost his left eye. Reaching the mansion, he found his wife, whose form had completely changed. To kill his beloved fiancee and enact revenge on the man who took his eye, he took the lord's heirloom, the Brave Sword.
Like Sonya, Deen eventually works for Grieth as a member of the Grieth Pirates, despite hating him due to his evil deeds. If Sonya is defeated by Celica, Deen will retreat into Grieth's Citadel. After Grieth's death, he will join Celica's army, noting that he knew that Grieth would have gotten what he deserved eventually. After the war, he vanishes, rumored to have gone to a continent to the south in search of new conflicts.
Outright stating in his first base conversation that he doesn't do small talk, Deen only starts stating his own opinions on things after others persist on the matter. When he does so however, he is shown to have a smart and savvy side to him.
Moreover, he seems to have to have similar beliefs to Duma, as he states in the final map that he while doesn't find a world ruled by might unappealing, he refuses to bow down to him."
5/8/2018 3:33:44,Sonya,Human,Mage,"As a child, she lived in a monastery peacefully with her older sisters Marla and Hestia, as they were abandoned by their father Jedah at a priory when they were young. Although they found their new home constricting, the three got along well and helped each other get by. However, at some point in time, Jedah offered Sonya's sisters as live sacrifices to Duma in exchange for his trust. Escaping such fate with her sisters’ help, Sonya decided upon revenge and waited on her chance.
Later on, Sonya serves as a subordinate of Grieth alongside Deen, who keeps her in check and vice versa. Although she is aware of Grieth's cruelty, and hates him, she stands in Celica’s path, preventing her from crossing the desert. If Celica defeats Deen, Sonya retreats into Grieth's Citadel. After Grieth's death, she joins Celica's army, revealing that she thought that Grieth would get his just rewards eventually. Alternatively though, if she is battled instead of Deen, Sonya will die and Deen will join Celica's party.
Apparently burdened with an awful past that she hates to talk about, Sonya gives off a cool and unyielding personality and oozes womanly charm. However, internally, the feelings of hatred she hides are violent and tumultuous, and at the time when she faced off with Jedah, she fought against him as though venting her anger and fury.
In Echoes, Sonya can develop a friendship with Genny where they bond over being left at a priory as children by their parents, and Sonya reminding Genny of her mother."
5/8/2018 3:35:24,Conrad,Human,Paladin,"Conrad is a Zofian prince whose mother was a Rigelian noble forced to marry Lima IV in order to secure food for her homeland. Because of his Rigelian heritage, he was despised by the Zofian queen and much of his half-siblings. Conrad was very attached to Anthiese and her mother Liprica, his only two family members who treated him with kindness during their time in the royal villa. Tragedy soon struck the Villa when a great fire erupted killing many of the Zofian royal family. Mycen, a great knight, was unable to find Conrad amidst the chaos. Anthiese was presumed to be the sole survivor of the fire."
